producto_id;pais_edicion_id;issn;eissn;pagina_inicial;pagina_final;revista;volumen;numero;tomo;doi;editorial;revista_sjr
239603;1;0370-4661;;33;45;REVISTA DE LA FACULTAD DE CIENCIAS AGRARIAS DE LA UNIVERSIDAD NACIONAL DE CUYO;50;1;;;UNIV NACIONAL CUYO;NO INDEXADO
239660;31;2214-2894;;80;86;FOOD PACKAGING AND SHELF LIFE;18;;;10.1016/j.fpsl.2018.03.001;ELSEVIER;NO INDEXADO
239661;35;1695-6133;;25;43;GEOLOGICA ACTA;16;1;;10.1344/GeologicaActa2018.16.1.2;UNIV BARCELONA;NO INDEXADO
239666;21;0969-806X;;298;303;RADIATION PHYSICS AND CHEMISTRY (OXFORD);144;;;10.1016/j.radphyschem.2017.09.002;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
239671;1;;;23;32;ANALECTA VETERINARIA;28;1;;;FACULTAD DE CIENCIAS VETERINARIAS, UNIVERSIDAD NACIONAL DE LA PLATA;NO INDEXADO
239712;32;0026-9255;;167;188;MONATSHEFETE FUR MATHEMATIK;185;;;10.1007/s00605-017-1094-2;SPRINGER WIEN;NO INDEXADO
239817;31;1615-3375;;929;970;FOUNDATIONS OF COMPUTATIONAL MATHEMATICS;18;4;;;SPRINGER;NO INDEXADO
239835;21;0363-6445;;;;SYSTEMATIC BOTANY;;;;;AMER SOC PLANT TAXONOMISTS;NO INDEXADO
239836;21;0363-6445;;;;SYSTEMATIC BOTANY;;;;;AMER SOC PLANT TAXONOMISTS;NO INDEXADO
239837;3;0001-3765;;;;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;;;;;ACAD BRASILEIRA DE CIENCIAS;NO INDEXADO
239896;86;1607-3606;;265;281;QUAESTIONES MATHEMATICAE;41;2;;10.2989/16073606.2017.1377779;NATL INQUIRY SERVICES CENTRE PTY LTD;NO INDEXADO
239901;1;1515-9485;;221;244;ESPACIOS EN BLANCO. SERIE INDAGACIONES;;28;;;NÚCLEO DE ESTUDIOS EDUCACIONALES Y SOCIALES, FACULTAD DE CIENCIAS HUMANAS, UNIVERSIDAD NACIONAL DEL CENTRO DE LA PROVINCIA DE BUENOS AIRES;NO INDEXADO
240085;21;0032-5791;;3214;3220;POULTRY SCIENCE;96;9;;10.3382/ps/pex158;POULTRY SCIENCE ASSOC INC;NO INDEXADO
240110;31;1877-0533;;843;866;SET-VALUED AND VARIATIONAL ANALYSIS;26;4;;10.1007/s11228-017-0450-7;SPRINGER;NO INDEXADO
240125;39;0048-9697;;894;902;THE SCIENCE OF TOTAL ENVIRONMENT;612;;;10.1016/j.scitotenv.2017.08.176;ELSEVIER;NO INDEXADO
240189;21;1094-2912;;2569;2578;INTERNATIONAL JOURNAL OF FOOD PROPERTIES;S3;;;10.1080/10942912.2017.1375513;TAYLOR & FRANCIS INC;NO INDEXADO
240200;31;0179-5376;;;;DISCRETE AND COMPUTATIONAL GEOMETRY;;;;10.1007/s00454-018-0025-x;SPRINGER;NO INDEXADO
240262;35;1697-7912;;;;REVISTA IBEROAMERICANA DE AUTOMATICA E INFORMATICA INDUSTRIAL;15;1;;10.4995/riai.2017.8736;COMITE ESPANOL AUTOMATICA CEA;NO INDEXADO
240272;39;2196-4378;;87;102;COMPUTATIONAL PARTICLE MECHANICS;5;1;;10.1007/s40571-017-0155-6;SPRINGER INTERNATIONAL PUBLISHING;NO INDEXADO
240368;39;0018-1560;;809;825;HIGHER EDUCATION;75;5;;10.1007/s10734-017-0171-8;SPRINGER NETHERLANDS;NO INDEXADO
240392;39;0309-1740;;109;114;MEAT SCIENCE;135;;;10.1016/j.meatsci.2017.09.003;ELSEVIER SCI LTD;NO INDEXADO
240410;82;0140-7783;;83;91;JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS;41;1;;10.1111/jvp.12438;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
240422;21;0730-2312;;758;772;JOURNAL OF CELLULAR BIOCHEMISTRY;119;1;;10.1002/jcb.26239;WILEY-LISS, DIV JOHN WILEY & SONS INC;NO INDEXADO
240424;82;0035-8711;;3358;3366;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;473;3;;10.1093/mnras/stx2475;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
240445;21;0895-9811;;239;260;JOURNAL OF SOUTH AMERICAN EARTH SCIENCES;82;;;10.1016/j.jsames.2017.07.002;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
240562;39;0039-9140;;509;517;TALANTA;176;;;10.1016/j.talanta.2017.08.069;ELSEVIER SCIENCE BV;NO INDEXADO
240564;39;0026-265X;;51;61;MICROCHEMICAL JOURNAL;137;;;10.1016/j.microc.2017.09.022;ELSEVIER SCIENCE BV;NO INDEXADO
240631;35;0213-4381;;15;28;CARTHAGINENSIA;34;65;;;INSTITUTO TEOLÓGICO DE MURCIA;NO INDEXADO
240643;35;0210-5810;;295;322;ANUARIO DE ESTUDIOS AMERICANOS;75;;;10.3989/aeamer.2018.1.11;CSIC;NO INDEXADO
240795;3;1517-7076;;;;REVISTA MATÃ©RIA;23;2;;;UNIV FED RIO DE JANEIRO;NO INDEXADO
240809;4;;;276;304;CUADERNOS DE LITERATURA;XXII;43;;10.11144/Javeriana.cl22-43.llcc;PONTIFICA UNIVERSIDAD JAVERIANA;NO INDEXADO
240827;3;1517-7076;;;;REVISTA MATÃ©RIA;23;2;;;UNIV FED RIO DE JANEIRO;NO INDEXADO
240840;82;0007-4853;;232;240;BULLETIN OF ENTOMOLOGICAL RESEARCH;108;2;;10.1017/S0007485317000803;CAMBRIDGE UNIV PRESS;NO INDEXADO
240849;39;2352-409X;;775;781;JOURNAL OF ARCHAEOLOGICAL SCIENCE: REPORTS;18;;;10.1016/j.jasrep.2017.03.056;ELSEVIER LTD;NO INDEXADO
240851;39;0143-7208;;212;223;DYES AND PIGMENTS;149;;;10.1016/j.dyepig.2017.09.044;ELSEVIER SCI LTD;NO INDEXADO
240903;21;1059-7794;;5;22;HUMAN MUTATION;39;1;;10.1002/humu.23351;WILEY-LISS, DIV JOHN WILEY & SONS INC;NO INDEXADO
240924;21;0147-6513;;926;934;ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY;147;;;10.1016/j.ecoenv.2017.09.056;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
240925;21;0147-6513;;926;934;ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY;147;;;;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
240934;4;1692-7311;;11;37;EQUIDAD & DESARROLLO;;30;;10.19052/ed.4327;UNIVERSIDAD DE LA SALLE;NO INDEXADO
240971;1;0325-8718;;328;329;RIA;43;3;;;INTA;NO INDEXADO
241027;39;1877-959X;;155;163;TICKS AND TICK-BORNE DISEASES;9;2;;10.1016/j.ttbdis.2017.08.011;ELSEVIER;NO INDEXADO
241037;39;0308-8146;;9;15;FOOD CHEMISTRY;242;;;10.1016/j.foodchem.2017.09.042;ELSEVIER SCI LTD;NO INDEXADO
241057;82;1520-7552;;;;DIABETES/METABOLISM RESEARCH AND REVIEWS.;34;1;;10.1002/dmrr.2943;JOHN WILEY & SONS LTD;NO INDEXADO
241098;21;0740-0020;;212;218;FOOD MICROBIOLOGY;69;;;10.1016/j.fm.2017.08.012;ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD;NO INDEXADO
241119;21;1566-2543;;2131;2181;JOURNAL OF POLYMERS AND THE ENVIRONMENT;26;5;;10.1007/s10924-017-1119-x;SPRINGER/PLENUM PUBLISHERS;NO INDEXADO
241619;7;;;;;APERTURA. REVISTA DE INNOVACIÓN EDUCATIVA;10;1;;;UNIVERSIDAD DE GUADALAJARA;NO INDEXADO
241677;39;0048-9697;;894;902;THE SCIENCE OF TOTAL ENVIRONMENT;612;;;10.1016/j.scitotenv.2017.08.176;ELSEVIER;NO INDEXADO
241690;1;2347-064X;;55;67;ADNEA. REVISTA DE ARQUITECTURA Y DISEÑO DEL NORDESTE ARGENTINO;6;6;;;EDIFAU;NO INDEXADO
241710;1;1666-4035;;93;106;COMUNICACIONES CIENTÍFICAS Y TECNOLÓGICAS ANUALES 2017 - DOCENCIA, INVESTIGACIÓN, EXTENSIÓN, GESTIÓN;1;;;;EDIFAU;NO INDEXADO
241730;21;1932-8486;;9;20;ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY;301;1;;10.1002/ar.23686;WILEY-LISS, DIV JOHN WILEY & SONS INC;NO INDEXADO
241743;3;0104-5970;;;;HISTÃ³RIA, CIÃªNCIAS, SAÃºDE-MANGUINHOS;;;;;MANGUINHOS;NO INDEXADO
241820;5;0717-0297;;1;10;PSYKHE;27;|;;10.7764/psykhe.27.1.1102;PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE;NO INDEXADO
241844;39;0963-9969;;22;28;FOOD RESEARCH INTERNATIONAL;106;;;10.1016/j.foodres.2017.12.032;ELSEVIER SCIENCE BV;NO INDEXADO
241888;39;0303-2434;;96;103;ITC JOURNAL;64;;;10.1016/j.jag.2017.08.016;ELSEVIER SCIENCE BV;NO INDEXADO
241895;1;0327-8115;;;;CUADERNO DE HUMANIDADES;;29;;;UNIVERSIDAD NACIONAL DE SALTA;NO INDEXADO
241913;21;0035-8711;;4410;4416;MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY;473;;;;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
241918;48;0303-7207;;122;133;MOLECULAR AND CELLULAR ENDOCRINOLOGY.;;465;;10.1016/j.mce.2017.09.009;ELSEVIER IRELAND LTD;NO INDEXADO
242002;39;1385-8947;;495;504;CHEMICAL ENGINEERING JOURNAL;333;;;10.1016/j.cej.2017.09.172;ELSEVIER SCIENCE SA;NO INDEXADO
242081;7;1870-3453;;134;148;REVISTA MEXICANA DE BIODIVERSIDAD;89;1;;10.22201/ib.20078706e.2018.1.1910;INST BIOLOGIA;NO INDEXADO
242089;3;0001-3765;;1417;1429;ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS.;90;;;10.17533/udea.rccp.v29n4a04;ACAD BRASILEIRA DE CIENCIAS;NO INDEXADO
242098;1;1853-6190;;79;91;REVISTA LATINOAMERICANA DE METODOLOGÍA DE LA INVESTIGACIÓN SOCIAL;;15;;;CIES - ESTUDIOS SOCIOLÓGICOS EDITORA;NO INDEXADO
242099;1;1514-6871;;391;410;TRABAJO Y SOCIEDAD;;30;;;UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO, ARGENTINA FACULTAD DE HUMANIDADES Y CIENCIAS SOCIALES;NO INDEXADO
242121;31;1387-2176;;26;33;BIOMEDICAL MICRODEVICES;20;26;;10.1007/s10544-018-0270-z;SPRINGER;NO INDEXADO
242152;1;2362-616X;;181;204;REVISTA DIGITAL DE CIENCIAS SOCIALES MILLCAYAC;4;7;;;UNIVERSIDAD NACIONAL DE CUYO;NO INDEXADO
242163;21;0002-9483;;861;867;AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY;164;;;10.1002/ajpa.23309;WILEY-LISS, DIV JOHN WILEY & SONS INC;NO INDEXADO
242164;1;1514-6871;;;;TRABAJO Y SOCIEDAD;;;;;INSTITUTO DE ESTUDIOS PARA EL DESARROLLO SOCIAL (INDES);NO INDEXADO
242290;21;1524-4695;;87;92;WATERBIRDS (DE LEON SPRINGS, FLA.);41;;;;WATERBIRD SOC;NO INDEXADO
242375;39;0254-0584;;48;57;MATERIALS CHEMISTRY AND PHYSICS;204;;;10.1016/j.matchemphys.2017.10.015;ELSEVIER SCIENCE SA;NO INDEXADO
242413;82;0888-3270;;262;277;MECHANICAL SYSTEMS AND SIGNAL PROCESSING;102;;;10.1016/j.ymssp.2017.09.022;ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD;NO INDEXADO
242427;39;0273-1177;;1803;1818;ADVANCES IN SPACE RESEARCH;61;7;;10.1016/j.asr.2017.10.003;ELSEVIER SCI LTD;NO INDEXADO
242428;39;0273-1177;;295;315;ADVANCES IN SPACE RESEARCH;61;;;10.1016/j.asr.2017.10.007;ELSEVIER SCI LTD;NO INDEXADO
242456;39;1359-5113;;93;102;PROCESS BIOCHEMISTRY - (PRINT);64;;;10.1016/j.procbio.2017.09.028;ELSEVIER SCI LTD;NO INDEXADO
242564;31;1879-4912;;1;28;EUROPEAN JOURNAL FOR PHILOSOPHY OF SCIENCE;;;;10.1007/s13194-017-0197-x;SPRINGER;NO INDEXADO
242567;39;1385-8947;;495;504;CHEMICAL ENGINEERING JOURNAL;333;;;10.1016/j.cej.2017.09.172;ELSEVIER SCIENCE SA;NO INDEXADO
242596;71;0004-9425;;160;169;AUSTRALIAN JOURNAL OF CHEMISTRY;71;3;;10.1071/CH17508;CSIRO PUBLISHING;NO INDEXADO
242604;82;0140-7783;;83;91;JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS;41;1;;10.1111/jvp.12438;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
242614;71;0007-4853;;232;240;BULLETIN OF ENTOMOLOGICAL RESEARCH;108;2;;;CAMBRIDGE UNIV PRESS;NO INDEXADO
242677;1;1668-5628;;83;108;LA TRAMA DE LA COMUNICACIÓN;22;1;;;UNIVERSIDAD NACIONAL DE ROSARIO;NO INDEXADO
242702;1;1668-4834;;;;REVISTA VETERINARIA;29;2;;;FACULTAD DE CIENCIAS VETERINARIAS;NO INDEXADO
242708;21;1049-9644;;99;108;BIOLOGICAL CONTROL;117;;;10.1016/j.biocontrol.2017.10.012;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
242861;1;2313-9676;;137;151;ESTUDIOS DE TEORÍA LITERARIA;7;13;;;UNIVERSIDAD NACIONAL DE MAR DEL PLATA;NO INDEXADO
242867;1;0326-7083;;18;24;REVISTA DE LA FACULTAD DE MEDICINA-UNNE;38;1;;;FACULTAD DE MEDICINA UNNE;NO INDEXADO
242955;31;0049-4747;;75;84;TROPICAL ANIMAL HEALTH AND PRODUCTION;50;1;;10.1007/s11250-017-1401-x;SPRINGER;NO INDEXADO
242986;1;1668-4834;;40;44;REVISTA VETERINARIA;29;x;;;FACULTAD DE CIENCIAS VETERINARIAS UNNE;NO INDEXADO
243007;1;2362-3063;;125;137;CLIO&ASOCIADOS.LA HISTORIA ENSEÑADA;;26;;10.14409/cya.v0i26.7286;UNIVERSIDAD DE LA PLATA;NO INDEXADO
243013;1;2362-5813;;;;EL TACO EN LA BREA;;6;;;UNIVERSIDAD NACIONAL DEL LITORAL;NO INDEXADO
243037;21;0090-3973;;;;JOURNAL OF TESTING AND EVALUATION;46;1;;10.1520/JTE20160025;AMER SOC TESTING MATERIALS;NO INDEXADO
243051;21;0018-084X;;124;124;HERPETOLOGICAL REVIEW;49;1;;;SOCIETY FOR THE STUDY OF AMPHIBIANS AND REPTILES ;NO INDEXADO
243063;35;1138-1728;;58;67;CULTURA DE LOS CUIDADOS;22;;;;CONSEJO DE ENFERMERÍA COMUNIDAD VALENCIANA (CECOVA);NO INDEXADO
243065;1;2250-5660;;25;33;ÉTICA & CINE;8;1;;;UBA | UNC | UIO;NO INDEXADO
243072;1;2422-6920;;61;73;CARTOGRAFIAS DEL SUR;7;1;;;UNDAV;NO INDEXADO
243142;21;0016-6480;;255;263;GENERAL AND COMPARATIVE ENDOCRINOLOGY;257;;;10.1016/j.ygcen.2017.06.020;ACADEMIC PRESS INC ELSEVIER SCIENCE;NO INDEXADO
243144;82;2045-452X;;117;126;TOXICOLOGY RESEARCH;7;1;;10.1039/C7TX00251C;THE ROYAL SOCIETY OF CHEMISTRY;NO INDEXADO
243164;35;;;1102;1119;REVISTA EUREKA SOBRE ENSEÑANZA Y DIVULGACIÓN DE LAS CIENCIAS;15;1;;;UNIVERSIDAD DE CÁDIZ Y APAC-EUREKA;NO INDEXADO
243171;82;0143-1161;;993;1016;INTERNATIONAL JOURNAL OF REMOTE SENSING;39;;;10.1080/01431161.2017.1395971;TAYLOR & FRANCIS LTD;NO INDEXADO
243175;3;1517-7076;;;;REVISTA MATÃ©RIA;23;2;;;UNIV FED RIO DE JANEIRO;NO INDEXADO
243190;82;1024-2422;;341;351;BIOCATALYSIS AND BIOTRANSFORMATION;36;5;;10.1080/10242422.2017.1376662;TAYLOR & FRANCIS LTD;NO INDEXADO
243192;39;0896-8446;;278;290;JOURNAL OF SUPERCRITICAL FLUIDS;133;;;10.1016/j.supflu.2017.10.019;ELSEVIER SCIENCE BV;NO INDEXADO
243267;21;0021-8782;;54;71;JOURNAL OF ANATOMY;232;1;;10.1111/joa.12717;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
243268;21;0362-2525;;216;227;JOURNAL OF MORPHOLOGY;279;;;10.1002/jmor.20766;WILEY-LISS, DIV JOHN WILEY & SONS INC;NO INDEXADO
243318;1;1667-4243;;15;19;REVISTA DE LA FACULTAD DE ODONTOLOGIA - U.N.CUYO;12;1;;;UNIVERSIDAD NACIONAL DE CUYO. FACULTAD DE ODONTOLOGIA;NO INDEXADO
243322;45;0028-3835;;324;334;NEUROENDOCRINOLOGY;106;4;;10.1159/000480669;KARGER;NO INDEXADO
243344;1;0374-0323;;27;44;ANALES DE LA SOCIEDAD ARGENTINA DE ESTUDIOS GEOGRÁFICOS;1;1;;;EDITORIAL DE LA SOCIEDAD ARGENTINA DE ESTUDIOS GEOGRÁFICOS;NO INDEXADO
243375;21;0936-6768;;655;666;REPRODUCTION IN DOMESTIC ANIMALS (1990);53;3;;10.1111/rda.13155;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
243385;1;;;;;REVIISE - REVISTA DE CIENCIAS SOCIALES Y HUMANAS;10;10;;;REVIISE, REVISTA DE CIENCIAS SOCIALES Y HUMANAS DEL INSTITUTO DE INVESTIGACIONES SOCIO-ECONÓMICAS. UNIVERSIDAD NACIONAL DE SAN JUAN;NO INDEXADO
243394;1;0327-8956;;;;SIGNO&SEÑA;;;;;INSTITUTO DE LINGÜÍSTICA FACULTAD DE FILOSOFÍA Y LETRAS;NO INDEXADO
243402;35;0213-7585;;15;40;REVISTA DE ESTUDIOS REGIONALES;112;;;;UNIVERSIDAD DE MÁLAGA;NO INDEXADO
243423;21;0278-0046;;2935;2944;IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS;65;4;;10.1109/TIE.2017.2750614;IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC;NO INDEXADO
243446;39;0013-8703;;;;ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA;;;;;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
243462;21;0021-9541;;4677;4687;JOURNAL OF CELLULAR PHYSIOLOGY;233;6;;10.1002/jcp.26240;WILEY-LISS, DIV JOHN WILEY & SONS INC;NO INDEXADO
243471;33;0567-7572;;151;158;ACTA HORTICULTURAE;1217;;;;INTERNATIONAL SOCIETY OF HORTUCULTURAL SCIENCE;NO INDEXADO
243489;82;1364-727X;;340;346;INTERNATIONAL JOURNAL OF DAIRY TECHNOLOGY;71;2;;10.1111/1471-0307.12431;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
243517;39;0958-6946;;46;52;INTERNATIONAL DAIRY JOURNAL;78;;;;ELSEVIER SCI LTD;NO INDEXADO
243564;3;2316-5847;;;;LANDA. REVISTA DO NÚCLEO ONETTI DE ESTUDOS LITERÁRIOS LATINO-AMERICANOS;;;;;UNIVERSIDAD FEDERAL DE SANTA CATARINA;NO INDEXADO
243598;21;0272-7714;;;;ESTUARINE COASTAL AND SHELF SCIENCE;;;;10.1016/j.ecss.2017.10.015;ACADEMIC PRESS LTD-ELSEVIER SCIENCE LTD;NO INDEXADO
243612;39;1877-959X;;155;163;TICKS AND TICK-BORNE DISEASES;9;2;;10.1016/j.ttbdis.2017.08.011;ELSEVIER;NO INDEXADO
243638;31;1867-0334;;121;126;FOOD AND ENVIRONMENTAL VIROLOGY;10;;;10.1007/s12560-017-9318-0;SPRINGER;NO INDEXADO
243646;6;;;;;RES NON VERBA;8;2;;;UNIVERSIDAD ECOTEC;NO INDEXADO
243693;570;0022-1155;;858;867;JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE;55;3;;10.1007/s13197-017-2888-x;ASSOC FOOD SCIENT TECHN INDIA;NO INDEXADO
243712;31;0731-7085;;225;233;JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS;149;;;10.1016/j.jpba.2017.11.002;ELSEVIER SCIENCE BV;NO INDEXADO
243728;1;0374-6186;;145;182;BOLETÍN DE ESTUDIOS GEOGRÁFICOS;;109;;;EDYFIL;NO INDEXADO
243759;21;0929-8673;;2122;2132;CURRENT MEDICINAL CHEMISTRY.;25;18;;10.2174/0929867324666171116125131;BENTHAM SCIENCE PUBL LTD;NO INDEXADO
243763;31;1615-7591;;171;184;BIOPROCESS AND BIOSYSTEMS ENGINEERING;41;;;10.1007/s00449-017-1855-2;SPRINGER;NO INDEXADO
243794;39;0023-6438;;;;LEBENSMITTEL-WISSENSCHAFT UND-TECHNOLOGIE-FOOD SCIENCE AND TECHNOLOGY;;;;;ELSEVIER SCIENCE BV;NO INDEXADO
243805;21;0021-9541;;1468;1480;JOURNAL OF CELLULAR PHYSIOLOGY;233;;;10.1002/jcp.26033;WILEY-LISS, DIV JOHN WILEY & SONS INC;NO INDEXADO
243809;9;2411-5940;;;;INTERACCIONES. REVISTA DE AVANCES EN PSICOLOGÍA;4;1;;10.24016/2018.v4n1.81;INSTITUTO PERUANO DE ORIENTACIÓN PSICOLÓGICA ? IPOPS;NO INDEXADO
243845;7;2007-2872;;68;86;REVISTA IBEROAMERICANA DE EDUCACIÓN SUPERIOR;9;26;;10.22201/iisue.20072872e.2018.26.297;UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO (INSTITUTO DE INVESTIGACIONES SOBRE LA UNIVERSIDAD Y LA EDUCACIÓN). UNIVERSIA;NO INDEXADO
243846;1;0325-4933;;;;ESCRITOS DE FILOSOFÍA;;;;;ACADEMIA NACIONAL DE CIENCIAS;NO INDEXADO
243847;1;1669-8924;;;;METAVOCES;;;;;EDITORIAL UNIVERSITARIA. UNSL;NO INDEXADO
243852;1;0327-8115;;;;CUADERNOS DE HUMANIDADES;;26;;;UNIVERSIDAD NACIONAL DE SALTA;NO INDEXADO
243853;1;0328-8064;;;;ALTERNATIVAS;;;;;UNIVERSIDAD NACIONAL DE SAN LUIS ;NO INDEXADO
243877;39;0023-6438;;344;349;LEBENSMITTEL-WISSENSCHAFT UND-TECHNOLOGIE-FOOD SCIENCE AND TECHNOLOGY;89;;;10.1016/j.lwt.2017.11.002;ELSEVIER SCIENCE BV;NO INDEXADO
243912;35;1578-5319;;5;16;HEALTH AND ADDICTIONS JOURNAL;18;;;10.21134/haaj.v18i1.318	;INSTITUTO DE INVESTIGACIÓN DE DROGODEPENDENCIAS;NO INDEXADO
243915;22;0316-0041;;;;CRIMINOLOGIE;;;;;LES PRESSES DE L' UNIVERSITÈ DE MONTREAL;NO INDEXADO
243936;39;0014-5793;;233;243;FEBS LETTERS;592;2;;10.1002/1873-3468.12947;ELSEVIER SCIENCE BV;NO INDEXADO
244008;35;1575-0361;;203;234;HISTORIA Y POLÍTICA. IDEAS, PROCESOS Y MOVIMIENTOS SOCIALES;;39;;10.18042/hp.39.08;CENTRO DE ESTUDIOS POLÍTICOS Y CONSTITUCIONALES, UNIVERSIDAD COMPLUTENSE DE MADRID;NO INDEXADO
244061;21;0031-8655;;186;189;PHOTOCHEMISTRY AND PHOTOBIOLOGY;94;;;10.1111/php.12843;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
244069;39;0956-7135;;392;399;FOOD CONTROL;85;;;10.1016/j.foodcont.2017.10.020;ELSEVIER SCI LTD;NO INDEXADO
244070;82;1743-7601;;662;670;INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND PLANNING;13;4;;10.2495/SDP-V13-N4-662-670;WITPRESS;NO INDEXADO
244073;37;1290-0729;;94;105;INTERNATIONAL JOURNAL OF THERMAL SCIENCES;129;;;;ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER;Q1
244088;556;1728-1997;;14;28;IRANIAN JOURNAL OF VETERINARY RESEARCH;26;1;;10.22034/ivsa.2017.51290;SHIRAZ UNIV;NO INDEXADO
244120;21;0021-9541;;;;JOURNAL OF CELLULAR PHYSIOLOGY;233;1402;;;WILEY-LISS, DIV JOHN WILEY & SONS INC;NO INDEXADO
244127;21;2356-9336;;1;12;PROGRESS IN FRACTIONAL DIFFERENTIATION AND APPLICATIONS AN INTERNATIONAL JOURNAL;4;1;;10.18576/pfda;NATURAL SCIENCES PUBLISHING;NO INDEXADO
244160;21;8756-7938;;387;396;BIOTECHNOLOGY PROGRESS;34;2;;10.1002/btpr.2588;AMER CHEMICAL SOC;NO INDEXADO
244170;39;0168-1605;;14;20;INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY;266;;;10.1016/j.ijfoodmicro.2017.10.033;ELSEVIER SCIENCE BV;NO INDEXADO
244215;31;1380-2224;;789;799;JOURNAL OF POROUS MATERIALS;25;3;;10.1007/s10934-017-0492-0;SPRINGER;NO INDEXADO
244217;5;0717-3458;;1;9;ELECTRONIC JOURNAL OF BIOTECHNOLOGY;31;;;10.1016/j.ejbt.2017.10.002;UNIV CATOLICA DE VALPARAISO;NO INDEXADO
244227;4;0121-5167;;;;REVISTA ESTUDIOS POLÍTICOS;;52;;;UNIVERSIDAD DE ANTIOQUIA;NO INDEXADO
244229;1;0325-187X;;41;71;METEOROLÓGICA;43;1;;;CENTRO ARGENTINO DE METEORÓLOGOS;NO INDEXADO
244247;21;0036-8075;;334;338;SCIENCE;359;6373;;10.1126/science.aao4096;AMER ASSOC ADVANCEMENT SCIENCE;NO INDEXADO
244275;39;0048-9697;;1485;1498;SCIENCE OF THE TOTAL ENVIRONMENT;615;;;;ELSEVIER SCIENCE BV;NO INDEXADO
244285;1;;;80;89;REVISTA INTERAMERICANA DE PSICOLOGÍA OCUPACIONAL;35;2;;;CINCEL;NO INDEXADO
244296;1;1853-1180;;31;40;REVISTA DE SALUD PÚBLICA;22;1;;;UNIVERSIDAD NACIONAL DE CÓRDOBA;NO INDEXADO
244297;1;1853-1180;;;;REVISTA DE SALUD PÚBLICA;;;;;ESCUELA DE SALUD PÚBLICA - UNC;NO INDEXADO
244329;21;0022-4073;;157;162;JOURNAL OF QUANTITATIVE SPECTROSCOPY AND RADIATIVE TRANSFER;206;;;10.1016/j.jqsrt.2017.11.009;PERGAMON-ELSEVIER SCIENCE LTD;NO INDEXADO
244371;82;0022-1112;;248;253;JOURNAL OF FISH BIOLOGY;92;1;;10.1111/jfb.13490;WILEY-BLACKWELL PUBLISHING, INC;NO INDEXADO
244373;31;1612-1872;;;;CHEMISTRY AND BIODIVERSITY;15;1;;10.1002/cbdv.201700425;WILEY-V C H VERLAG GMBH;NO INDEXADO
244392;1;0326-3169;;;;CIENCIA DEL SUELO;;;;;ASOCIACIÓN ARGENTINA DE LA CIENCIA DEL SUELO;NO INDEXADO
244394;3;1517-7076;;;;REVISTA MATÃ©RIA;23;2;;10.1590/s1517-707620180002.0417;UNIV FED RIO DE JANEIRO;NO INDEXADO
244398;1;0041-8676;;;;REVISTA DE LA FACULTAD DE AGRONOMÍA;;;;;FACULTAD DE AGRONOMIA UNLP;NO INDEXADO
244429;39;0304-4238;;453;459;SCIENTIA HORTICULTURAE;240;;;10.1016/j.scienta.2018.06.025;ELSEVIER SCIENCE BV;NO INDEXADO
